structure_id,structure_hash,provenance,source_file,source_group,frame_index,raw_source_family,scientific_domain,natoms,N_Si,N_O,O_over_Si,oxygen_deficiency_x,DFT_label,overlap_PC004,disposition,student_eligible,generator_model
corpus:00088,6be62bee08bc1302,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,88,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00096,5e7514cd971febc9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,96,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00105,38e1e53aa33f8ca7,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,105,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00114,68289d35002d77a9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,114,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00123,efc7ba0237e8c74b,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,123,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00131,fbf5c7c5be392cd1,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,131,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00140,658c0118da285949,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,140,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00149,9ed379857ca8d3e0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,149,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00158,49cc86e437434f95,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,158,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00166,fc682b9895608f1a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,166,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00175,c7bf0439a4b85693,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,175,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00184,36415260b86d15ea,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,184,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00193,e841840a9eaccc5c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,193,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00201,b12a70c921776e5f,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,201,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00210,ad25a1b8aae3fb1c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,210,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00219,4680d266e227f97a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,219,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00228,af851fffdafda3a9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,228,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00236,47404843de72d887,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,236,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00245,e21f2cbe91a07792,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,245,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00254,68091b38edee2201,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,254,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00263,553f82dc61e1d8a6,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,263,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00272,52f47f1e47aecddc,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,272,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00280,7d6534259caaa926,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,280,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00289,c127357909e15649,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,289,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00298,1ebe27ddb0b493c9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,298,bulk_cryst,AMBIENT_CRYSTAL,12,4,8,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00307,ba4cdab71e536378,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,307,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00315,bd0f7d36cf1c20a9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,315,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00324,ef250a6b4008510b,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,324,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00333,fe0b40920687c1f3,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,333,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00342,e2541ec2908582c1,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,342,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00350,aa90e9ff66d82449,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,350,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00359,ff421a7eac0aa8cf,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,359,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00368,5b2a1e7f135615f8,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,368,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00377,2aeeb881e0707969,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,377,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00385,2cb9ea12bfb94051,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,385,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00394,491c6899cae44b47,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,394,bulk_cryst,AMBIENT_CRYSTAL,9,3,6,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00403,4e21de60aef2b75c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,403,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00412,7349aef3da81d15f,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,412,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00420,f0ce7ffab2f2e181,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,420,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00429,bef45d398e4f5fa7,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,429,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00438,600bdc08d312a76c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,438,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00447,eef4fd8bc2c4495a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,447,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00455,b30306661fc1075d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,455,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00464,452582b699351f2d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,464,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00473,65e5aaa8abe0bd29,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,473,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00482,bbe34b45bca0ab30,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,482,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00491,8ee7045c15dce62d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,491,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00499,eb752db51ba3ccd4,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,499,bulk_cryst,AMBIENT_CRYSTAL,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00508,c7327b24290c3597,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,508,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00517,7b44b4da3fd6762c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,517,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00526,d3633cdbe018663c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,526,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00534,29b4674e43ebbbb4,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,534,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00543,d281bbd5a63112a3,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,543,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00552,71bba517948b5d31,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,552,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00561,920e53dc5c1272c7,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,561,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00569,7625c04f32f527cd,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,569,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00578,74439267d61dfad2,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,578,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00587,08f5316af16b8b04,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,587,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00596,df47060fe2b21618,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,596,bulk_cryst,AMBIENT_CRYSTAL,36,12,24,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00604,5392c00ecf48124b,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,604,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00613,0ac8725d789fbbbb,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,613,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00622,d3bd181178e8e319,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,622,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00631,57adfe2b9a3a9411,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,631,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00639,196a3c2be3e69cf0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,639,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00648,5f74466cb1082a78,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,648,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00657,22d70fb51b32de36,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,657,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00666,b767dcc1b4532a02,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,666,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00674,dd16dfc799362cb8,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,674,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00683,6e360f8812bbec2a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,683,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00692,2357afd61a3893a7,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_cryst,692,bulk_cryst,AMBIENT_CRYSTAL,6,2,4,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00700,b11d0814ffe670dd,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,700,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00701,8babe86036dcdc94,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,701,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00702,ca6d95f8571d9013,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,702,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00703,e1f6f5b41cff3b93,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,703,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00704,456c9cc5cfcc0c16,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,704,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00705,af487ec082179ae8,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,705,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00706,ba6599980b1fb36f,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,706,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00707,4438871f4d7b95b1,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,707,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00708,f143e36432f75d8e,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,708,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00709,09806929340ef3ab,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,709,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00710,eb893e191ec8e147,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,710,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00711,710c060ccac1b356,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,711,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00712,e6ff3132a83239fe,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,712,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00713,7da06f73088d23db,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,713,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00714,0be0974607299480,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,714,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00715,d808ab9e12bbde3a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,715,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00716,8926452750494e15,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,716,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00717,970ef2bcac3fc1c0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,bulk_amo,717,bulk_amo,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00718,9a90f1200b544e27,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,liquid,718,liquid,HIGH_T_LIQUID,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:00719,e77ba668a8541e69,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench,719,quench,STOICHIOMETRIC_AMORPHOUS,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
