structure_id,structure_hash,provenance,source_file,source_group,frame_index,raw_source_family,scientific_domain,natoms,N_Si,N_O,O_over_Si,oxygen_deficiency_x,DFT_label,overlap_PC004,disposition,student_eligible,generator_model
corpus:03786,ec158b87eb379a2d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench_int_AL,3786,quench_int_AL,DILUTE_OXYGEN_DEFICIENT,165,55,110,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03800,19019ec85f360a24,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench_int_AL,3800,quench_int_AL,DILUTE_OXYGEN_DEFICIENT,186,62,124,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03813,36d5c278f38e2b59,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,quench_int_AL,3813,quench_int_AL,DILUTE_OXYGEN_DEFICIENT,180,60,120,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03814,fe2b9c605e119bd0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3814,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03825,6e8a71402d3fbc8d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3825,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03836,24c40682d0d8a21c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3836,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03847,41ff702711cf1494,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3847,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03858,d4ffd8efcd24282a,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3858,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03869,1f0e5531c88ecbe0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3869,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03880,e343b95bea5c93e4,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3880,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03892,c5e4aaa0983b1540,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3892,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03903,d0a8a989af56be51,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3903,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03914,2e398031eff65d68,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3914,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03925,6817e298de6c298e,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3925,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03936,8aa0c632d7defed3,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3936,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03947,8f76f73491ea7ce9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3947,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03958,449e942475c7cc63,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3958,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03969,c576ffdceeb66199,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3969,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03980,184a0908a029ee07,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3980,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:03991,e777e33608da0e23,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,3991,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04002,c3756af065ed7d51,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4002,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04013,b1593a90677296fe,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4013,vacancy,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04025,5e685a4b13b764d5,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4025,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04036,c5bdbd16715d96fd,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4036,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04047,f7c035a3ca65fc6d,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4047,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04058,f2289f1d3dabb17c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4058,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04069,ab5914b61c82be90,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4069,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04080,cb964a7c996d86ef,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4080,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04091,72f7089db1ba58d0,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy,4091,vacancy,DILUTE_OXYGEN_DEFICIENT,240,80,160,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04092,877100edad5381ab,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4092,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,216,72,144,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04110,8c12f2d2e6dd2de9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4110,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,198,66,132,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04128,a297698a3574bfa9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4128,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,228,76,152,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04146,59ac454a28d63245,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4146,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,192,64,128,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04164,c2b49115c4d032e1,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4164,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,180,60,120,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04183,d2f5e2436bc5f69b,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4183,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,174,58,116,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04201,24c9d75f7f7ea95c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4201,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,189,63,126,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04219,697735530e54ac64,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4219,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,228,76,152,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04237,ffdb75b3610fcd07,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4237,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,222,74,148,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04255,7fa459429de71ebe,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4255,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,177,59,118,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04273,59201cd459f1f255,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4273,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,171,57,114,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04291,1ade9610f74858cc,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4291,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,183,61,122,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04309,981ad72be9383a67,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4309,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,195,65,130,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04328,a5654c30846d0914,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4328,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04346,cab4f3823e330b92,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4346,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,150,50,100,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04364,9a32e4d49e6e7aa3,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4364,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,138,46,92,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04382,8fd4a6c12009f8da,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4382,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,129,43,86,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04400,606bc4e98da54962,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4400,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,141,47,94,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04418,280145d05315c50f,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4418,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,162,54,108,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04436,bc2143304f801304,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4436,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,129,43,86,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04454,a2c5390055f1b586,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4454,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,135,45,90,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04472,210d7edbdd3edf90,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4472,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,138,46,92,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04491,ed37627941f3dc84,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4491,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,153,51,102,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04509,155c3e55d4cc7f4e,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4509,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,123,41,82,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04527,c319da2786564cd1,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4527,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,135,45,90,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04545,f46cb3ea25007452,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4545,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,150,50,100,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04563,2e7de0c26cb99894,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4563,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,129,43,86,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04581,91871dbb9bb565c9,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4581,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,138,46,92,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04599,429b29c947460ee2,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4599,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,144,48,96,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04617,5d240de8442f2a8b,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4617,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,150,50,100,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04635,36c2c9d2905a0c58,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4635,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,147,49,98,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
corpus:04654,4d47f3e14153646c,ORIGINAL_TEACHER_CORPUS,03_allegro_train/dataset.xyz,vacancy_int_AL,4654,vacancy_int_AL,DILUTE_OXYGEN_DEFICIENT,135,45,90,2.0,0.0,True,False,STUDENT_DISTILLATION_CANDIDATE,True,VASP_DFT
