structure_id,structure_hash,source_file,source_trajectory,frame_index,raw_source_family,scientific_domain,natoms,N_Si,N_O,O_over_Si,oxygen_deficiency_x,DFT_reference_status,student_training_eligible,preserve_for_PC004,notes
corpus:00100,1fb9bffbc95b8fed,03_allegro_train/dataset.xyz,bulk_cryst,100,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00101,83de156fc8fba768,03_allegro_train/dataset.xyz,bulk_cryst,101,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00102,2112d85cbe17868f,03_allegro_train/dataset.xyz,bulk_cryst,102,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00103,eec631228e918809,03_allegro_train/dataset.xyz,bulk_cryst,103,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00104,1fcef4fbee1c2d55,03_allegro_train/dataset.xyz,bulk_cryst,104,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00105,38e1e53aa33f8ca7,03_allegro_train/dataset.xyz,bulk_cryst,105,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00106,a0790a19eba36aac,03_allegro_train/dataset.xyz,bulk_cryst,106,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00107,1b0dcb7b70668294,03_allegro_train/dataset.xyz,bulk_cryst,107,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00108,8bc4cb515fd199b3,03_allegro_train/dataset.xyz,bulk_cryst,108,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00109,d01b58980eb3f560,03_allegro_train/dataset.xyz,bulk_cryst,109,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00110,22498fcfaf4e94f0,03_allegro_train/dataset.xyz,bulk_cryst,110,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00111,dd6644cb24f52358,03_allegro_train/dataset.xyz,bulk_cryst,111,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00112,488166e5595b7089,03_allegro_train/dataset.xyz,bulk_cryst,112,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00113,31a72d2afa22485e,03_allegro_train/dataset.xyz,bulk_cryst,113,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00114,68289d35002d77a9,03_allegro_train/dataset.xyz,bulk_cryst,114,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00115,e88ee523ebaefd5d,03_allegro_train/dataset.xyz,bulk_cryst,115,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00116,8f6649349c5d34eb,03_allegro_train/dataset.xyz,bulk_cryst,116,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00117,3c231351579a9082,03_allegro_train/dataset.xyz,bulk_cryst,117,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00118,88226b145f93d568,03_allegro_train/dataset.xyz,bulk_cryst,118,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00119,fdf3be41beadb441,03_allegro_train/dataset.xyz,bulk_cryst,119,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00120,9c7365f8018fe265,03_allegro_train/dataset.xyz,bulk_cryst,120,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00121,8c7d13afd518519b,03_allegro_train/dataset.xyz,bulk_cryst,121,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00122,eea100302ce322be,03_allegro_train/dataset.xyz,bulk_cryst,122,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00123,efc7ba0237e8c74b,03_allegro_train/dataset.xyz,bulk_cryst,123,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00124,4cc00ba05669b121,03_allegro_train/dataset.xyz,bulk_cryst,124,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00125,a003fd7b1f154786,03_allegro_train/dataset.xyz,bulk_cryst,125,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00126,5c680eae955486e1,03_allegro_train/dataset.xyz,bulk_cryst,126,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00127,649cd1f80c777e9d,03_allegro_train/dataset.xyz,bulk_cryst,127,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00128,c855842f9e0a4b6a,03_allegro_train/dataset.xyz,bulk_cryst,128,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00129,cc6d010bd65d01d5,03_allegro_train/dataset.xyz,bulk_cryst,129,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00130,7fe144f4ebfdf513,03_allegro_train/dataset.xyz,bulk_cryst,130,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00131,fbf5c7c5be392cd1,03_allegro_train/dataset.xyz,bulk_cryst,131,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00132,29c5937ed8c0469f,03_allegro_train/dataset.xyz,bulk_cryst,132,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00133,1f47e4d851a8d070,03_allegro_train/dataset.xyz,bulk_cryst,133,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00134,b920379aeaadc313,03_allegro_train/dataset.xyz,bulk_cryst,134,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00135,f5245b7790e8b58e,03_allegro_train/dataset.xyz,bulk_cryst,135,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00136,83d2ea5126bfcf28,03_allegro_train/dataset.xyz,bulk_cryst,136,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00137,f345508945af6c76,03_allegro_train/dataset.xyz,bulk_cryst,137,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00138,3b8560b331dd4dc0,03_allegro_train/dataset.xyz,bulk_cryst,138,bulk_cryst,AMBIENT_CRYSTAL,48,16,32,2.0,0.0,teacher_corpus_DFT,True,False,
